Update,Timesteps,Policy Loss,Value Loss,Total Loss
261,67072,-0.004908043483737856,0.0005272175956633873,-0.010389315895736217
262,67328,-0.0028665335383266212,0.00042229259852319954,-0.003929793834686279
263,67584,-0.0029047824908047916,0.00026912595822068395,-0.0020998576655983925
264,67840,-0.00487437664414756,0.0005284651604597456,-0.016179976984858513
265,68096,-0.003464403538964689,0.00042505760466156063,-0.004460815340280533
266,68352,-0.0040236552362330254,0.0003753042503376491,-0.018567301332950592
267,68608,-0.004942303791176527,0.0005174816418730188,-0.017400020733475685
268,68864,-0.00333358075004071,0.0004520907579717459,-0.01584535464644432
269,69120,-0.008069649012759328,0.0007710801459325012,-0.015212338417768478
270,69376,-0.007278864306863397,0.0007866523097618483,-0.013863400556147099
271,69632,-0.005103837186470628,0.0003980318419053219,-0.013001807034015656
272,69888,-0.006160877109505236,0.0004319273721193895,-0.006250704638659954
273,70144,-0.005323061428498477,0.0005167279130546376,-0.01046725083142519
274,70400,-0.0069367987336590884,0.0003727535455254838,-0.018527336418628693
275,70656,-0.005528661818243563,0.00045154266990721226,-0.012163021601736546
276,70912,-0.006733476486988366,0.00030982704338384793,-0.017938660457730293
277,71168,-0.008045413438230753,0.0002956036118121119,-0.014333389699459076
278,71424,-0.0038244170835241677,0.0006819107409683056,-0.007430708967149258
279,71680,-0.009284436609596014,0.0004375193420855794,-0.023382028564810753
280,71936,-0.004038763651624322,0.0009275539385271258,-0.008612322621047497
281,72192,-0.004908680496737361,0.000817913100036094,-0.009610261768102646
282,72448,-0.008071373496204615,0.00038177900714799764,-0.02101212367415428
283,72704,-0.0024517477955669164,0.0003269795524829533,-0.004503149539232254
284,72960,-0.002394391968846321,0.00027485805767355485,-0.009213383309543133
285,73216,-0.004962104590958916,0.0003312051558168605,-0.01944100111722946
286,73472,-0.004346930386964232,0.0005662433824909386,-0.0060951984487473965
287,73728,-0.004181977827101946,0.0004073460375366267,-0.02772895060479641
288,73984,-0.004712635220494121,0.00025747836989467034,-0.011122486554086208
289,74240,-0.004017770453356206,0.0006065116154786665,-0.010499324649572372
290,74496,-0.0033185034291818736,0.0008016696381673682,-0.004859860986471176
291,74752,-0.004713343991898,0.0008962433174019679,-0.01413627341389656
292,75008,-0.005734247295185924,0.0006769521285605151,-0.010554032400250435
293,75264,-0.00812836450058967,0.00034248219162691385,-0.012064808048307896
294,75520,-0.006627957371529191,0.0003432583089306718,-0.01369373220950365
295,75776,-0.0033309859689325096,0.0002624973716592649,-0.00942568201571703
296,76032,-0.0039976347703486684,0.00034419564399286174,-0.007911315187811852
297,76288,-0.008268869970925153,0.0005190168085391633,-0.015229488722980022
298,76544,-0.0038388640503399076,0.0003156410108204,-0.006188529543578625
299,76800,-0.005695656151510775,0.0003968934659496881,-0.020553963258862495
300,77056,-0.006069985893554985,0.000527232613239903,-0.020032579079270363
301,77312,-0.006174696632660926,0.0006245543707336764,-0.005720371380448341
302,77568,-0.00560308787971735,0.001149337479728274,0.0006794087821617723
303,77824,-0.00416158395819366,0.0006867916425107978,-0.012376450002193451
304,78080,-0.002484331477899104,0.00032106850158015733,-0.008405286818742752
305,78336,-0.0054743070271797475,0.000370273893349804,-0.011303857900202274
306,78592,-0.0026896478375419974,0.00028992851548537146,-0.008413253352046013
307,78848,-0.002340231370180845,0.0002967142681882251,-0.005078219808638096
308,79104,-0.003955905861221254,0.00029702760512009265,-0.007459321524947882
309,79360,-0.007485492364503443,0.00030859337202855387,-0.027341818436980247
310,79616,-0.005875565821770579,0.0004447404709935654,-0.014530636370182037
311,79872,-0.0055821001762524245,0.00045430121390381827,-0.008130053989589214
312,80128,-0.003301226138137281,0.0008531079794920516,-0.00514134019613266
313,80384,-0.005268182558938861,0.0006363145526847802,-0.012026635929942131
314,80640,-0.005447188008110971,0.0004346554571384331,-0.016008535400032997
